AREAS;SITES;TECHNOLOGIES;PERCENTAGES
920260602;587197;4G;1
920020302;544143;3G;1
920020302;544143;5G;1
920020302;705625;3G;1
920020302;705625;5G;1
920020302;544143;4G;1
920020302;705625;4G;1
920070115;1422218;3G;1
920070115;1422218;5G;1
920070115;1010940;3G;1
920070115;1010940;5G;1
920070115;795414;3G;1
920070115;795414;5G;1
920070115;1422218;4G;1
920070115;1010940;4G;1
920070115;795414;4G;1
920360402;788631;3G;1
920360402;788631;5G;1
920360402;1583652;3G;1
920360402;1583652;5G;1
920360402;473377;3G;1
920360402;473377;5G;1
920360402;788631;4G;1
920360402;1583652;4G;1
920360402;473377;4G;1
920260103;618025;3G;1
920260103;618025;5G;1
920260103;1422885;3G;1
920260103;1422885;5G;1
920260103;618025;4G;1
920260103;1422885;4G;1
920090102;654982;3G;1
920090102;654982;5G;1
920090102;752240;3G;1
920090102;752240;5G;1
920090102;654982;4G;1
920090102;752240;4G;1
920630501;2009051;3G;1
920630501;2009051;5G;1
920630501;2201687;3G;1
920630501;2201687;5G;1
920630501;2009051;4G;1
920630501;2201687;4G;1
920460106;783781;3G;1
920460106;783781;5G;1
920460106;1323534;3G;1
920460106;1323534;5G;1
920460106;783781;4G;1
920460106;1323534;4G;1
920020104;705621;3G;1
920020104;705621;5G;1
920020104;558517;3G;1
920020104;558517;5G;1
920020104;1482599;3G;1
920020104;1482599;5G;1
920020104;705621;4G;1
920020104;558517;4G;1
920020104;1482599;4G;1
920630701;787963;3G;1
920630701;787963;5G;1
920630701;1685125;3G;1
920630701;1685125;5G;1
920630701;822680;3G;1
920630701;822680;5G;1
920630701;787963;4G;1
920630701;1685125;4G;1
920630701;822680;4G;1
920260402;312042;3G;1
920260402;312042;5G;1
920260402;2322280;3G;1
920260402;2322280;5G;1
920260402;585342;3G;1
920260402;585342;5G;1
920260402;312042;4G;1
920260402;2322280;4G;1
920260402;585342;4G;1
920360303;510287;3G;1
920360303;510287;5G;1
920360303;1830770;3G;1
920360303;1830770;5G;1
920360303;871148;3G;1
920360303;871148;5G;1
920360303;510287;4G;1
920360303;1830770;4G;1
920360303;871148;4G;1
920040705;555523;3G;1
920040705;555523;5G;1
920040705;473361;3G;1
920040705;473361;5G;1
920040705;555523;4G;1
920040705;473361;4G;1
920480102;539199;3G;1
920480102;539199;5G;1
920480102;1803927;3G;1
920480102;1803927;5G;1
920480102;1885000;3G;1
920480102;1885000;5G;1
920480102;539199;4G;1
920480102;1803927;4G;1
920480102;1885000;4G;1
920630105;791331;3G;1
920630105;791331;5G;1
920630105;2547307;3G;1
920630105;2547307;5G;1
920630105;655552;3G;1
920630105;655552;5G;1
920630105;791331;4G;1
920630105;2547307;4G;1
920630105;655552;4G;1
920260102;618346;3G;1
920260102;618346;5G;1
920260102;871221;3G;1
920260102;871221;5G;1
920260102;618346;4G;1
920260102;871221;4G;1
920250105;713196;3G;1
920250105;713196;5G;1
920250105;1448111;3G;1
920250105;1448111;5G;1
920250105;602806;3G;1
920250105;602806;5G;1
920250105;584535;3G;1
920250105;584535;5G;1
920250105;713196;4G;1
920250105;1448111;4G;1
920250105;602806;4G;1
920250105;584535;4G;1
920440112;2180400;3G;1
920440112;2180400;5G;1
920440112;2180400;4G;1
920190111;2061817;3G;1
920190111;2061817;5G;1
920190111;2108647;3G;1
920190111;2108647;5G;1
920190111;1911777;3G;1
920190111;1911777;5G;1
920190111;2061817;4G;1
920190111;2108647;4G;1
920190111;1911777;4G;1
920090110;663697;3G;1
920090110;663697;5G;1
920090110;1513850;3G;1
920090110;1513850;5G;1
920090110;449462;3G;1
920090110;449462;5G;1
920090110;582503;3G;1
920090110;582503;5G;1
920090110;663697;4G;1
920090110;1513850;4G;1
920090110;449462;4G;1
920090110;582503;4G;1
920440124;726050;3G;1
920440124;726050;5G;1
920440124;2097098;3G;1
920440124;2097098;5G;1
920440124;1655676;3G;1
920440124;1655676;5G;1
920440124;726050;4G;1
920440124;2097098;4G;1
920440124;1655676;4G;1
920640102;1909817;3G;1
920640102;1909817;5G;1
920640102;836227;3G;1
920640102;836227;5G;1
920640102;550675;3G;1
920640102;550675;5G;1
920640102;1909817;4G;1
920640102;836227;4G;1
920640102;550675;4G;1
920230505;748957;3G;1
920230505;748957;5G;1
920230505;1803927;3G;1
920230505;1803927;5G;1
920230505;1885000;3G;1
920230505;1885000;5G;1
920230505;748957;4G;1
920230505;1803927;4G;1
920230505;1885000;4G;1
920260506;2058146;3G;1
920260506;2058146;5G;1
920260506;690741;3G;1
920260506;690741;5G;1
920260506;2058146;4G;1
920260506;690741;4G;1
920490104;2098352;3G;1
920490104;2098352;5G;1
920490104;601186;3G;1
920490104;601186;5G;1
920490104;2067504;3G;1
920490104;2067504;5G;1
920490104;2098352;4G;1
920490104;601186;4G;1
920490104;2067504;4G;1
920440119;2563410;3G;1
920440119;2563410;5G;1
920440119;1206077;3G;1
920440119;1206077;5G;1
920440119;2563410;4G;1
920440119;1206077;4G;1
920490116;783607;3G;1
920490116;783607;5G;1
920490116;2173478;3G;1
920490116;2173478;5G;1
920490116;783607;4G;1
920490116;2173478;4G;1
920260404;312042;3G;1
920260404;312042;5G;1
920260404;2322280;3G;1
920260404;2322280;5G;1
920260404;1904212;3G;1
920260404;1904212;5G;1
920260404;585342;3G;1
920260404;585342;5G;1
920260404;312042;4G;1
920260404;2322280;4G;1
920260404;1904212;4G;1
920260404;585342;4G;1
920040503;788631;3G;1
920040503;788631;5G;1
920040503;1583652;3G;1
920040503;1583652;5G;1
920040503;1682177;3G;1
920040503;1682177;5G;1
920040503;788631;4G;1
920040503;1583652;4G;1
920040503;1682177;4G;1
920500408;708960;3G;1
920500408;708960;5G;1
920500408;2377742;3G;1
920500408;2377742;5G;1
920500408;708960;4G;1
920500408;2377742;4G;1
920200112;805687;3G;1
920200112;805687;5G;1
920200112;1944586;3G;1
920200112;1944586;5G;1
920200112;871193;3G;1
920200112;871193;5G;1
920200112;805687;4G;1
920200112;1944586;4G;1
920200112;871193;4G;1
920760102;513336;3G;1
920760102;513336;5G;1
920760102;836272;3G;1
920760102;836272;5G;1
920760102;1899964;3G;1
920760102;1899964;5G;1
920760102;822696;3G;1
920760102;822696;5G;1
920760102;513336;4G;1
920760102;836272;4G;1
920760102;1899964;4G;1
920760102;822696;4G;1
920750106;836357;3G;1
920750106;836357;5G;1
920750106;536494;3G;1
920750106;536494;5G;1
920750106;836357;4G;1
920750106;536494;4G;1
920260302;689707;3G;1
920260302;689707;5G;1
920260302;2266475;3G;1
920260302;2266475;5G;1
920260302;394243;3G;1
920260302;394243;5G;1
920260302;689707;4G;1
920260302;2266475;4G;1
920260302;394243;4G;1
920020101;514411;3G;1
920020101;514411;5G;1
920020101;1961890;3G;1
920020101;1961890;5G;1
920020101;514411;4G;1
920020101;1961890;4G;1
920640101;1909817;3G;1
920640101;1909817;5G;1
920640101;2226202;3G;1
920640101;2226202;5G;1
920640101;1831408;3G;1
920640101;1831408;5G;1
920640101;550675;3G;1
920640101;550675;5G;1
920640101;1909817;4G;1
920640101;2226202;4G;1
920640101;1831408;4G;1
920640101;550675;4G;1
920040603;1174708;3G;1
920040603;1174708;5G;1
920040603;465129;3G;1
920040603;465129;5G;1
920040603;1174708;4G;1
920040603;465129;4G;1
920510202;647255;3G;1
920510202;647255;5G;1
920510202;2135271;3G;1
920510202;2135271;5G;1
920510202;647255;4G;1
920510202;691181;4G;1
920510202;691181;5G;1
920510202;2135271;4G;1
920500204;683030;3G;1
920500204;683030;5G;1
920500204;1531953;3G;1
920500204;1531953;5G;1
920500204;605409;3G;1
920500204;605409;5G;1
920500204;683030;4G;1
920500204;1531953;4G;1
920500204;605409;4G;1
920730106;800360;3G;1
920730106;800360;5G;1
920730106;1289644;3G;1
920730106;1289644;5G;1
920730106;800360;4G;1
920730106;1289644;4G;1
920320111;1623793;3G;1
920320111;1623793;5G;1
920320111;1467469;3G;1
920320111;1467469;5G;1
920320111;1623793;4G;1
920320111;1467469;4G;1
920250303;713191;3G;1
920250303;713191;5G;1
920250303;2156159;3G;1
920250303;2156159;5G;1
920250303;713191;4G;1
920250303;2156159;4G;1
920250301;530728;3G;1
920250301;530728;5G;1
920250301;1885469;3G;1
920250301;1885469;5G;1
920250301;442172;3G;1
920250301;442172;5G;1
920250301;588386;3G;1
920250301;588386;5G;1
920250301;530728;4G;1
920250301;1885469;4G;1
920250301;442172;4G;1
920250301;588386;4G;1
920490114;783607;3G;1
920490114;783607;5G;1
920490114;2212024;3G;1
920490114;2212024;5G;1
920490114;1903342;3G;1
920490114;1903342;5G;1
920490114;783607;4G;1
920490114;2212024;4G;1
920490114;1903342;4G;1
920140103;517077;3G;1
920140103;517077;5G;1
920140103;1954211;3G;1
920140103;1954211;5G;1
920140103;517077;4G;1
920140103;1954211;4G;1
920260704;618348;3G;1
920260704;618348;5G;1
920260704;1422468;3G;1
920260704;1422468;5G;1
920260704;584030;3G;1
920260704;584030;5G;1
920260704;618348;4G;1
920260704;1422468;4G;1
920260704;584030;4G;1
920090107;793482;3G;1
920090107;793482;5G;1
920090107;602806;3G;1
920090107;602806;5G;1
920090107;793482;4G;1
920090107;602806;4G;1
920500102;1495026;3G;1
920500102;1495026;5G;1
920500102;2074797;3G;1
920500102;2074797;5G;1
920500102;683030;3G;1
920500102;683030;5G;1
920500102;1495026;4G;1
920500102;2074797;4G;1
920500102;683030;4G;1
920720110;836250;3G;1
920720110;836250;5G;1
920720110;630890;3G;1
920720110;630890;5G;1
920720110;666471;3G;1
920720110;666471;5G;1
920720110;836250;4G;1
920720110;630890;4G;1
920720110;666471;4G;1
920320106;513364;3G;1
920320106;513364;5G;1
920320106;2406574;3G;1
920320106;2406574;5G;1
920320106;1467469;3G;1
920320106;1467469;5G;1
920320106;871193;3G;1
920320106;871193;5G;1
920320106;513364;4G;1
920320106;2406574;4G;1
920320106;1467469;4G;1
920320106;871193;4G;1
920780107;1512780;3G;1
920780107;1512780;5G;1
920780107;2322282;3G;1
920780107;2322282;5G;1
920780107;2775130;3G;1
920780107;2775130;5G;1
920780107;1512780;4G;1
920780107;2322282;4G;1
920780107;2775130;4G;1
920510102;47454;3G;1
920510102;47454;5G;1
920510102;2235193;3G;1
920510102;2235193;5G;1
920510102;473432;3G;1
920510102;473432;5G;1
920510102;47454;4G;1
920510102;2235193;4G;1
920510102;473432;4G;1
920120703;1434952;3G;1
920120703;1434952;5G;1
920120703;539251;3G;1
920120703;539251;5G;1
920120703;581999;3G;1
920120703;581999;5G;1
920120703;1434952;4G;1
920120703;539251;4G;1
920120703;581999;4G;1
920710103;1623793;3G;1
920710103;1623793;5G;1
920710103;1283117;3G;1
920710103;1283117;5G;1
920710103;1623793;4G;1
920710103;1283117;4G;1
920730101;2212401;3G;1
920730101;2212401;5G;1
920730101;523501;3G;1
920730101;523501;5G;1
920730101;2212401;4G;1
920730101;523501;4G;1
920600102;836340;3G;1
920600102;836340;5G;1
920600102;2210163;3G;1
920600102;2210163;5G;1
920600102;836340;4G;1
920600102;2210163;4G;1
920230504;2104633;3G;1
920230504;2104633;5G;1
920230504;678373;3G;1
920230504;678373;5G;1
920230504;2104633;4G;1
920230504;678373;4G;1
920250106;713196;3G;1
920250106;713196;5G;1
920250106;1447933;3G;1
920250106;1447933;5G;1
920250106;1801949;3G;1
920250106;1801949;5G;1
920250106;584535;3G;1
920250106;584535;5G;1
920250106;713196;4G;1
920250106;1447933;4G;1
920250106;1801949;4G;1
920250106;584535;4G;1
920710108;1422218;3G;1
920710108;1422218;5G;1
920710108;1010940;3G;1
920710108;1010940;5G;1
920710108;1906082;3G;1
920710108;1906082;5G;1
920710108;1422218;4G;1
920710108;1010940;4G;1
920710108;1906082;4G;1
920120503;628449;3G;1
920120503;628449;5G;1
920120503;1908145;3G;1
920120503;1908145;5G;1
920120503;573611;3G;1
920120503;573611;5G;1
920120503;628449;4G;1
920120503;1908145;4G;1
920120503;573611;4G;1
920500403;2057078;3G;1
920500403;2057078;5G;1
920500403;1278012;3G;1
920500403;1278012;5G;1
920500403;2057078;4G;1
920500403;1278012;4G;1
920500302;1545202;3G;1
920500302;1545202;5G;1
920500302;653775;3G;1
920500302;653775;5G;1
920500302;676208;3G;1
920500302;676208;5G;1
920500302;1545202;4G;1
920500302;653775;4G;1
920500302;676208;4G;1
920440117;2141127;3G;1
920440117;2141127;5G;1
920440117;2141127;4G;1
920240403;2380190;3G;1
920240403;2380190;5G;1
920240403;1728070;3G;1
920240403;1728070;5G;1
920240403;502202;3G;1
920240403;502202;5G;1
920240403;2380190;4G;1
920240403;1728070;4G;1
920240403;502202;4G;1
920360504;510273;3G;1
920360504;510273;5G;1
920360504;822250;3G;1
920360504;822250;5G;1
920360504;353449;3G;1
920360504;353449;5G;1
920360504;510273;4G;1
920360504;822250;4G;1
920360504;353449;4G;1
920040301;2023694;3G;1
920040301;2023694;5G;1
920040301;601391;3G;1
920040301;601391;5G;1
920040301;2023694;4G;1
920040301;601391;4G;1
920260405;1398994;3G;1
920260405;1398994;5G;1
920260405;1904212;3G;1
920260405;1904212;5G;1
920260405;1398994;4G;1
920260405;1904212;4G;1
920120303;1709555;3G;1
920120303;1709555;5G;1
920120303;2211447;3G;1
920120303;2211447;5G;1
920120303;2313956;3G;1
920120303;2313956;5G;1
920120303;535102;3G;1
920120303;535102;5G;1
920120303;628459;3G;1
920120303;628459;5G;1
920120303;1744827;3G;1
920120303;1744827;5G;1
920120303;2318285;3G;1
920120303;2318285;5G;1
920120303;550712;3G;1
920120303;550712;5G;1
920120303;1709555;4G;1
920120303;2211447;4G;1
920120303;2313956;4G;1
920120303;535102;4G;1
920120303;628459;4G;1
920120303;1744827;4G;1
920120303;2318285;4G;1
920120303;550712;4G;1
920500406;708960;3G;1
920500406;708960;5G;1
920500406;2377742;3G;1
920500406;2377742;5G;1
920500406;2512731;3G;1
920500406;2512731;5G;1
920500406;708960;4G;1
920500406;2377742;4G;1
920500406;2512731;4G;1
920480204;2471028;3G;1
920480204;2471028;5G;1
920480204;1760324;3G;1
920480204;1760324;5G;1
920480204;2471028;4G;1
920480204;1760324;4G;1
920360102;2135481;3G;1
920360102;2135481;5G;1
920360102;555523;3G;1
920360102;555523;5G;1
920360102;653373;3G;1
920360102;653373;5G;1
920360102;2135481;4G;1
920360102;555523;4G;1
920360102;653373;4G;1
920070114;468651;3G;1
920070114;468651;5G;1
920070114;1010940;3G;1
920070114;1010940;5G;1
920070114;468651;4G;1
920070114;1010940;4G;1
920260305;539240;3G;1
920260305;539240;5G;1
920260305;2378970;3G;1
920260305;2378970;5G;1
920260305;539240;4G;1
920260305;2378970;4G;1
920440111;2180400;3G;1
920440111;2180400;5G;1
920440111;2180400;4G;1
920470000;822163;3G;1
920470000;822163;5G;1
920470000;822694;3G;1
920470000;822694;5G;1
920470000;1895518;3G;1
920470000;1895518;5G;1
920470000;822163;4G;1
920470000;822694;4G;1
920470000;1895518;4G;1
920730103;555204;3G;1
920730103;555204;5G;1
920730103;555204;4G;1
920750111;2152724;3G;1
920750111;2152724;5G;1
920750111;2072085;3G;1
920750111;2072085;5G;1
920750111;1969947;3G;1
920750111;1969947;5G;1
920750111;2152724;4G;1
920750111;2072085;4G;1
920750111;1969947;4G;1
920070111;684499;3G;1
920070111;684499;5G;1
920070111;1327176;3G;1
920070111;1327176;5G;1
920070111;871130;3G;1
920070111;871130;5G;1
920070111;684499;4G;1
920070111;1327176;4G;1
920070111;871130;4G;1
920190113;2061817;3G;1
920190113;2061817;5G;1
920190113;905613;3G;1
920190113;905613;5G;1
920190113;2061817;4G;1
920190113;905613;4G;1
920720104;705641;3G;1
920720104;510273;3G;1
920720104;705641;4G;1
920720104;510273;4G;1
920720104;705641;5G;1
920720104;510273;5G;1
920120506;1353488;3G;1
920120506;1326852;3G;1
920120506;1353488;4G;1
920120506;1326852;4G;1
920120506;1353488;5G;1
920120506;1326852;5G;1
